,,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022
RMG Ltd,RMG,-0.0999,-5.55556,-5.88236,-18.75,2.56412,0.09999,2.39759,9.75612,-11.11111,-27.49999,6.89654,61.29032,-10,28.88887,-12.06897,-3.92157,-10.20409,-4.54545,-9.5238,10.5263,-4.7619,5,-33.33333,-43.57145,-17.72153,-7.69225,-38.33339,0.10008,43.10017,-30.18875,13.51361,1.66667,-15.69082,-8.3333,12.12102,-16.21618,-6.45152,17.24123,11.87654,2.52908,48.71783,-8.62063,-5.56606,1.89804,-17.64701,-4.76183,-17.49999,-27.27282,-0.83329,2.94118,-2.04086,8.3335,3.84596,7.40756,0,-17.93109,17.64706,-20,-6.15625,-0.0999,0,0,0,0,0,0,0.1,0,0,-4.76191,0,-10,-11.11111,12.5,11.11111,-25,6.66667,0,0,-6.25,0,20,77.77778,-15.625,44.44444,-38.46154,4.16667,-4,8.33333,-7.69231,-16.66667,-5,-15.78947,-12.5,21.42857,0,0,-5.88235,-6.25,-26.66667,-27.27273,-25,16.66667,0,0,0,0,14.28571,-12.5,28.57143,33.33333,8.33333,0,-7.69231,16.66667,-14.28571,-16.66667,20,-8.33333,-36.36364,-14.28571,16.66667,14.28571,0,12.5,33.33333,8.33333,38.46154,-11.11111,-6.25,13.33333,-23.52941,0,38.46154,0,-16.66667,-26.66667,-18.18182,0,0,-11.11111,0,-12.5,-42.85714,0,0,25,-40,66.66666,-20,-25,33.33333,0,-50,0,-50,0,0,100,0,0,0,-50,0,100,0,0,0,0,-50,0,81.81818,1.66667,-19.67213,-14.28571,11.90476,4.25532,-8.16327,-15.55556,-21.05263,-20,-16.66667,0,-5,-36.84211,25,0,-20,-25,0,-11.11111,-25,83.33334,18.18182,-23.07692,0,50,-13.33333,-15.38461,-9.09091,0,100,-30,-7.14286,-7.69231,8.33333,-7.69231,25,0,-33.33333,70,41.17647,-12.5,-9.52381,-21.05263,20,-38.88889,81.81818,-40,66.66666,-15,-23.52941,-7.69231,0,-33.33333,37.5,45.45454,0,-43.75,0,-11.11111,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Roberts Limited,RBS,2.7027,10.52632,4.76191,0,3.18182,-6.51163,-0.49751,2.5,2.43902,2.38095,1.95122,6.69857,6.27803,7.59494,-0.78431,-1.18577,3.2,2.82258,1.96078,13.46154,23.72881,3.28767,-7.67123,0.89021,-1.47059,0,4.77612,7.40741,0.26525,-3.52172,16.32653,0.25063,10.75,-0.22573,6.54206,12.2807,5.66406,18.29945,4.6875,0.89552,10.05917,-4.00553,-10.35971,12.35955,7.14286,1.6,-3.48526,2.77778,-5.81081,4.73458,7.80822,-1.77891,0.67114,4,6.41026,12.04819,-1.6129,-3.06011,-4.5977,-4.81928,27.21519,1.49254,1.96078,-3.84615,0,-4.16667,10.86957,-0.78431,1.58103,-3.58566,1.23967,4.08163,-1.96078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Building Society Ltd Common Stock,ROK,-1.2766,0.43103,6.43777,0,1.66667,2.86885,1.59363,2.35294,-1.5748,-2,4.4898,5.07813,5.94796,-0.35088,3.34507,-8.77193,8.07692,7.11744,0.33223,18.87417,1.14286,-4.51977,5.02959,-2.8169,0,1.73913,0.8547,-8.11594,-2.2082,2.58065,-3.14465,3.57143,-3.22581,-1.66667,3.72881,0.98039,2.589,1.57729,7.76398,-0.72046,2.98508,-3.76812,5.12048,3.0086,-3.42857,0.59172,1.47059,-0.86957,1.46199,1.15274,5.41311,2.97297,0,1.35135,8,3.7037,-1.78571,-1.74129,2.53165,1.48148,1.94647,2.6253,8.13954,3.44086,-2.77778,1.0989,-0.86957,0.4386,4.80349,-0.20833,-0.42735,1.93133,1.05263,1.45833,8.00821,-0.09506,0.58594,3.8835,4.6729,6.78571,-3.01003,-4.31035,-0.18315,0.91743,-4.36364,0.19011,-3.22581,3.92157,-7.86948,2.08333,-6.12245,-14.13043,-8.35443,-10.22099,9.52381,7.24638,-10.27027,-10.84337,3.04054,-0.81967,-4.10959,-8.21429,1.55642,12.64368,-15.98639,5.26316,-6,0,0.42553,10.16949,12.69231,-13.13993,4.87805,-5.03876,4.08163,13.33333,0,-2.76817,2.18182,-8.54093,-1.94553,1.19048,3.92157,-0.37736,1.96078,0.38462,0.38314,0.38168,-4.94297,-1.2,-2.48963,-5.53192,-0.9009,-2.27273,21.86047,-2.29008,10.8871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubik Financial Ltd,RFL,-12.5,11.42857,2.5641,-10,-2.77778,-2.85714,17.64706,18.75,-11.57895,13.92405,-8.88889,-9.7561,-55.40541,-42.42424,-5.26316,-17.77778,89.18919,14.28571,-12.5,14.28571,-6.25,36.66667,-19.5122,6.06061,-20,0,14.28571,-15.625,0,-18.51852,-18.18182,16.66667,-11.42857,-5.37634,-7.95455,-6.17284,-1.31579,26.66667,-24.21053,15.27778,-14.45783,-16.90141,-8.47458,-11.11111,-6.25,-2.22222,2.27273,-2.22222,22.72727,20.37037,-6.15385,-1.63934,5,-17.46032,-3.84615,0,-2,-14.28571,-16.66667,5.71429,51.35135,1.78571,35.08772,-33.76624,3.92157,-1.88679,-5.76923,2.04082,4,0,1.92308,-3.77359,0,7.84314,-5.45455,1.92308,-50,105,39.02439,1.75439,-10.34483,11.53846,-13.7931,-18,12.19512,-6.52174,6.97674,17.3913,44.44444,-19.23077,0,-47.61905,6.06061,-14.28571,20,-16.66667,-10,-22.22222,0,0,-35.23809,2.94118,28.57143,-33.33333,8.33333,0,9.23077,1.40845,-4.16667,30.43478,2.22222,1.08696,2.15054,5.26316,-9,4.39561,-20,15.78947,-23.86364,-10.44776,-8.33333,5.45455,0,1.72414,-10.16949,24.5283,-9.09091,-3.33333,5.17241,-9.83607,-1.81818,1.85185,-9.09091,6,-11.32076,2.12766,-4.16667,15.21739,-16.98113,6.81818,12.76596,-5.66038,-10,51.11111,-1.47059,-14.92537,14.03509,7.69231,42.85714,0,-15,17.64706,35,18.51852,0,12.5,-2.77778,-5.71429,33.33333,4.54546,15.21739,5.66038,1.78571,3.50877,23.72881,21.91781,7.86517,3.125,-3.0303,4.16667,-23,-18.18182,-14.28571,-9.25926,-20.40816,-10.25641,-8.57143,-3.125,-9.67742,25,-8.57143,0,-12.5,7.14286,3.33333,6.45161,-6.06061,-16.12903,-23.07692,-8,5.43478,3.09278,10,27.27273,-10.71429,-12,4.54546,-13.91304,-6.06061,-2.15054,81.31868,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural Press Ltd,RUP,3,1.94175,8.57143,0,-5.4386,-3.77359,-1.96078,1,-6.93069,-2.15054,5.49451,-3.125,-1.29032,-0.66667,2.23714,-3.71991,14.77273,-2.9703,-5.10204,-1.07527,1.19565,5.43478,-1.03093,-5.20833,2.63736,-0.42827,18.27957,1.81818,-5.73214,-0.60241,3.23232,3.7182,-2.33962,1.96078,6.73077,3.6036,4.34783,5,4.44445,9.42249,0.83333,0.42857,-0.42674,1.42857,7.46479,3.31565,-5.5199,3.125,2.10804,3.48387,5.98504,2.94118,10.85714,7.02128,0.99404,0.09843,3.34317,0.4817,-7.95781,6.77083,2.74779,2.96084,6.58627,3.56832,-6.77966,3.86364,1.33929,0.44053,1.49123,1.22485,-4.92653,-1.90909,-0.83877,-0.93985,4.93359,1.26582,9.81982,-0.73831,11.29848,2.04546,0.96511,2.25564,9.93677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos Ltd,STO,13.11111,7.2888,7.12324,7.69231,-0.15873,0.4886,-2.43112,7.80731,0.15408,6.46154,1.19048,-2.5,-2.11161,-4.93066,3.63047,-5.06725,7.43243,1.27359,-3.74166,-5.16129,3.06122,-1.48515,0.85911,5.62181,4.19355,-5.10836,4.89396,-2.9549,2.62726,-4,0.33333,-1.3289,-1.51515,2.73504,-1.02389,-8.96552,11.74242,6.1017,-6.70927,0.5137,6.81818,5.72831,6.34675,-9.31587,-2.56822,2.9654,5.40984,6.53188,1.16788,4.61761,-6.89655,11.36364,12.92517,6.0241,-3.63636,9.43396,-2.15517,1.1236,2.88889,8.85529,12.30159,-5.47703,9.90654,8.03109,-12.07034,3.72727,7.36196,6.93878,-9.16031,-2.73504,3.86643,-2.70728,5.21739,-4.95868,-0.95652,0,-5.36193,-2.73843,-4.17476,-5.77508,2.7957,8.44017,10.73892,19.21708,4.02985,-4.59111,1.12782,13.58491,-6.77741,1.92445,-1.25874,-14.16431,8.08581,12.4031,9.58621,32.66205,1.75522,-15.61772,12.26519,-4.97512,-29.37173,11.93477,-1.52318,-3.36248,9.04663,17.97178,-2.55193,-3.69379,0.27397,-0.81967,10.33058,-3.79747,-0.65789,-2.51656,-4.27989,-6.45848,-0.15175,13.11728,-5.59345,-10.26012,1.44928,5.55556,6.76692,-8.23944,-1.48322,-1.50555,5.79244,2.73764,7.25389,8.43794,-2.76527,-2.38095,-8.26558,-4.87445,-7.6087,-3.23404,13.98417,0.92593,-6.42202,9.96732,8.24666,-1.24827,-1.54494,-14.47931,-11.17598,0.93897,5.86047,1.15761,1.32042,-3.2146,-0.35907,7.74775,12.12375,-6.18941,-0.6436,5.91093,-4.20489,9.09817,10.2414,1.07239,0.59682,-7.71259,4.5,-8.8175,3.37331,-1.02639,1.85185,5.6,-1.79063,2.10379,3.22802,-7.82198,-5.63277,-21.70543,-18.31683,-4.48485,2.66498,-10.07557,16.2465,-0.60241,-5.09091,-5.4917,-28.64865,-22.41715,46.73367,-21.15729,-8.22943,-14.13043,6.32911,21.75227,19.1067,-5.625,2.42826,-5.38793,1.13895,-18.69369,-1.10803,10.08403,2.29008,-0.49751,-5,0,-8.42105,-3.44828,-9.82143,11.88119,10.91445,6.91489,11.9403,12.88889,7.28346,-6.42202,-1.17647,0.59524,21.10454,-4.56026,6.99659,1.75439,7.01654,7.07965,-8.53995,-16.86747,-0.72464,18.06569,8.2875,-1.30058,5.27086,-6.25869,5.04451,2.11864,0.94721,7.21221,5.04528,0.36946,0.3681,6.23472,-20.53293,-49.92679,44.44444,8.50203,-1.1194,-0.56604,8.14304,-13.93298,-3.07377,30.23256,1.78571,3.82775,12.03015,-1.79806,-1.69014,-3.0086,4.72674,-9.0268,-5.00871,18.5124,-2.64993,-8.59599,-1.09718,13.15372,3.33454,6.61157,3.35917,2.5,-9.5122,-1.61725,9.57902,-10.13942,8.60367
Schaffer Corp Ltd,SFC,-5.29412,2.48447,13.63636,6.18667,1.10497,12.02186,0.5,-0.49751,12.5,-15.55556,5.26316,7.5,-4.65116,-14.63415,14.28571,0,0,13.75,-3.2967,27.90698,45.09091,17.16792,-3.74332,5.55556,0,-5.78947,22.90503,-8.18182,3.9604,16.95238,1.38437,4.41767,3.84615,-4.44445,6.20155,0,-10.58394,2.85714,20,-5.42328,0.48951,-1.53097,-1.06007,4.28571,1.23288,-6.7659,-2.75762,1.86567,4.76191,0.34965,4.52962,-6.33333,-2.4911,-2.84672,-17.35537,0,-11.81818,-11.85567,-16.95906,-30.14084,-5.64516,26.06838,5.9322,-17.92,-9.35673,6.23656,-6.88259,8.04348,9.05433,-15.12915,2.6087,6.99153,12.87129,10.17544,5.25478,-6.95915,2.92683,0.47393,9.27673,17.26619,-3.68098,-3.82166,-1.45695,4.03226,10.07752,6.57277,-0.3304,-0.33149,-0.22173,3.33333,-0.43011,-2.91577,-2.11346,-9.09091,-2.5,1.28205,-8.86076,-7.63889,7.21805,-12.90323,-13.04348,-16.66667,-2.22222,-2.27273,-4.88372,2.68949,1.01266,3.25815,4.36893,7.90698,17.4569,3.66973,17.98165,-2.64386,3.83387,-1.53846,-3.75,2.5974,0,-11.76471,-15.55556,5.26316,-1.66667,1.69492,0,-2.17391,-12,-2.77778,1.81818,-8.16327,-2.28571,0.5848,-5.23256,4.29448,0,-2.64706,24.61059,-12.5,-7.14286,0.30769,11.96319,0,4.22535,-5.40541,2.85714,-2.5,15.38461,-6.17284,1.89702,-0.26596,5.6,2.77778,11.79361,-0.87912,3.86364,-3.71991,-1.81818,4.16667,12.44444,5.5336,3.44828,1.85185,0,2.72727,7.07965,0.99174,0.16694,2.5,-3.90244,1.52284,0,-0.33333,-1.7094,-5.21739,-0.91743,0,3.33333,0.71685,-8.18182,-3.56436,-0.41068,-0.82474,2.9106,-4.0404,2.5974,-2.53165,6.49351,-4.26829,14.43737,-4.63822,-0.39841,1,0.9901,1.37255,5.60928,-2.38095,1.92308,2.83019,9.90826,-3.00501,14.62995,1.65165,3.7594,1.30435,0.14306,1.42857,8.30986,0.5298,18.57708,18.33333,7.04225,0.87719,6.86957,2.35964,-2.65487,8.34711,1.06789,6.56604,22.87535,-9.09091,0,-5.93548,-6.99589,2.0649,1.87861,-2.83688,5.97015,-4.22535,0.33088,6.33932,2.06754,-2.09318,-0.21277,5.54371,-0.6734,5.08475,0,-27.80645,-4.93482,5.77865,22.22222,1.89394,20.81784,-4,1.83607,10.10947,7.1345,0.98253,8.05405,1.30065,7.4495,0.58754,-0.70093,-1.64706,7.70335,-0.57752,-2.00638,-2.792,-1.38822,-0.48544,2.43902,1.04762,-5.63313,-5,-4.83351,1.58014,-2.22222,1.53409,2.98508
SDI Ltd,SDI,13.1579,-2.32558,17.85714,1.0101,20,10.34483,-14.0625,-12.72727,8.33333,15.38461,8.33333,3.07692,7.57576,-1.40845,4.28571,6.84932,-11.53846,58.20895,40.56604,4.02685,9.03226,17.15976,22.72727,5.76132,14.90196,2.38908,30,-4.35897,8.10811,-7,0,8.87097,-13.58025,27.14286,15.2809,9.80392,3.75,7.57315,21.6,11.77632,13.01775,14.13613,10.09174,-13.08333,0.8629,-0.28517,-5.71973,-1.42132,-9.78373,-2.96804,-3.52941,15.2439,-1.53439,-0.10799,-29.18919,-2.29008,-13.28125,0,-11.62162,-33.84615,16.27907,12,5.95238,0.33708,-6.74157,2.40964,2.94118,-5.71429,-8.48485,-11.25828,13.73134,-5.92105,-11.88811,11.11111,7.14286,0.53333,9.33333,3.65854,0,5.88235,-3.33333,3.44828,-10.77778,-27.5,-18.10345,18.94737,-10.61947,-2.17822,-6.12245,-13.04348,8.75,-39.08046,1.88679,-3.7037,9.61539,-1.75439,-39.28571,-11.76471,33.33333,-5,21.05263,-8.69565,19.04762,-4,-2.08333,6.38298,-8,0,-2.17391,-17.77778,43.24324,-5.66038,33.2,-10.60606,-3.38983,-3.50877,-3.63636,-15.09434,-6.66667,-9.52381,-5.26316,27.77778,4.34783,-16.66667,17,-13.04348,0,0,2.5,-17.07317,8.82353,-5.40541,0,-2.85714,-2.94118,-20,19.23077,0,-3.22581,-10,-11.11111,4.16667,-8,0,-8.69565,0,66.66666,36,4.25532,14.28571,12.5,26.98413,20,-14.58333,7.31707,17.04545,-0.97087,23.52941,4.76191,-7.57576,-8.26446,20.72072,8.95522,-4.79452,-20.86331,2.72727,-11.15044,-5,-9.47368,60.46511,-4.34783,-1.51515,-6.97674,0,1.66667,10.65574,-22.22222,16.19048,-2.62295,-6.77966,-9.09091,2,7.84314,7.27273,3.44828,5.83333,-11.81102,2.67857,-6.08696,-8.7037,-5.15464,13.04348,0,38.46154,7.63889,18.32258,10.49724,-26.5,0,2.72109,-25.16556,7.9646,5,-9.52381,1.75439,-2.58621,11.50443,-6.66667,6.08696,-0.81967,0,-0.82645,-1.66667,-1.52542,-4.38597,-4.58716,-3.84615,2,17.64706,0.66667,-1.69492,2.58621,10.08403,9.92366,15.97222,-6.34731,14.47368,4.5977,-2.74725,-11.86441,1.28205,3.79747,11.80124,-4.44445,-2.90698,2.99401,2.90698,-9.60452,-6.4375,2.72109,-6.62252,-0.70922,0,13.57143,0,1.26582,-1.875,0,1.91083,2.5,0.60976,11.11111,1.11111,-2.74725,18.0791,-0.8134,0,7.84314,-7.72727,-9.35961,-8.69565,4.76191,-7.38636,-2.5,2.5641,6.25,2.35294,-3.73563,0
SDS Corp Ltd,SDS,-16.66667,11.11111,10,-9.09091,0,0,64,2.43902,-26.19048,-35.48387,12.5,8.88889,4.08163,-5.88235,14.58333,-3.63636,-15.09434,0,-2.22222,0,-18.18182,30.55556,-10.6383,7.14286,0,-15.55556,10.52632,-4.76191,-10,27.77778,-2.17391,-4.44445,-2.32558,0,-14.28571,-2.77778,-20,32.14286,13.51351,7.14286,22.22222,0,18.18182,15.38461,5.33333,-10.12658,0,-4.22535,-2.94118,7.57576,14.08451,-1.23457,11.25,-4.49438,5.88235,-4.44445,-26.74419,-6.34921,10.16949,-3.84615,-2.4,21.31148,-7.43243,-15.32847,12.06897,14.61539,8.72483,-2.46914,16.4557,4.34783,17.1875,0.44444,-0.44248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Select Harvests Ltd,SHV,13.33333,5.04202,20,-3,4.28571,6.16438,-1.29032,1.30719,-0.64516,6.49351,-0.75,0.75567,5,-1.78571,8.48485,-12.84916,14.66667,13.37209,13.84615,8.55856,9.95851,2.07547,-3.39623,13.28125,6.89655,-4.83871,18.64407,-4.85714,2.76923,-2.69461,1.53846,0,5.45455,2.44253,8.57143,8.68421,18.40194,8.38446,1.88679,3.33333,6.77656,-4.80274,5.40541,-0.17094,18.49315,2.45665,-8.44063,1.875,2.30061,7.1964,9.79021,0.89172,6.95876,-0.48193,13.19613,5.5615,-5.77508,-0.21505,-1.31579,9.33333,-1.42276,2.26804,27.21774,1.10935,6.4,10.75188,-7.87509,-0.14738,7.01107,-1.65517,-0.28653,-3.16092,-3.41246,-1.30568,6.61479,-8.54015,6.14754,-0.07722,-0.23184,0.46476,-22.20509,13.18137,-9.82143,6.93069,7.40741,-10.25862,-7.78098,-20.625,1.78817,6.89189,-5.30973,-1.2016,-1.62162,-8.37912,2.32558,-3.63636,-5.66038,-2.5,-3.58974,-3.7234,-25.96154,-15.58442,-10.15385,2.73973,6,21.69811,-12,-21.21212,-16.92308,45.83333,-6.98413,63.82253,-16.66667,-9.25,6.88705,14.94845,0.44843,-13.24201,17.10526,-11.23596,-12.40506,3.75723,2.69017,1.5873,0.625,-0.62112,0,4.0625,-1.8018,-5.50459,4.68227,-32.26837,-13.20755,0.27174,-21.68022,-1.7301,17.98561,11.89024,-6.26703,3.48837,-8.70787,-0.30769,-9.55414,-4.22535,-4.41177,0,-3.84615,-5.6,1.73913,16.23932,0.36765,26.37363,21.73913,32.85714,23.18841,-6.47059,2.83019,12.53823,17.93478,6.82353,-7.26872,14.01425,14.58333,4.90909,19.06413,-2.76565,-4.10959,-11.11111,-8.21429,2.72374,11.36364,6.97279,1.45161,6.20032,-1.19761,0.30303,9.81873,3.989,20.91768,15.40179,6.38298,19.90909,-5.83776,-7.87075,-8.63309,-9.35039,-7.70901,-37.41177,-19.54887,1.40187,21.79177,42.14712,-5.73427,12.90801,-11.95795,-11.64179,7.93651,3.10458,5.22979,-15.81325,-6.79785,14.77927,-7.48299,-23.34559,17.50599,0,-16.12245,-6.08273,21.76166,-1.06383,1.50538,6.99153,-1.9802,13.33333,12.41007,11.2,-0.71942,-13.04348,-5.66667,-4.77032,-3.00752,12.4031,5.17241,-1.47541,-1.16473,2.3569,5.26316,10.3125,4.39094,2.89655,4.55764,-1.41026,-6.37191,7.5,10.98191,1.78784,-26.22951,10.79365,3.58166,-14.2462,3.22581,-5.38827,-8.71022,2.20184,10.59576,-3.75817,-10.6961,-0.19157,0.95969,18.82129,-1.76,-5.53746,16.37931,17.77778,9.43396,-4.71264,-10.85645,-11.50203,-3.82263,-13.04348,2.03704,-2.90381,22.80374,-10.50228,-20.06803,-2.12766,7.82609,6.04839,0.76046
Selwyn Mines Ltd,SLN,,30,-5.76923,-11.56463,30.76923,-18.23529,5.03597,-4.10959,2.85714,-23.61111,18.18182,-19.23077,-6.66667,-3.06122,-9.47368,-12.7907,36,27.45098,11.53846,58.62069,15.21739,-13.96226,24.5614,-2.8169,-13.04348,-25,6.66667,-12.5,-33.33333,-10.67786,-2.17391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
